SN,z,t0,dt0,x0,dx0,x1,dx1,c,dc,fmax,cov,mu,dmu
ZTF18abauprj,0.024100071550875013,2458302.65134879,0.004001030931249261,0.01075994555453269,5.053618466904081e-06,1.3361453618412422,0.005401540160342333,-0.032748670348145964,0.00045127178741037263,"[{'r': 5202.382677674948, 'g': 6008.183982025441}]","[array([[ 1.60082496e-05, -6.76104324e-09,  1.16364518e-05,
         2.31987246e-07],
       [-6.76104324e-09,  2.55390596e-11, -1.34360599e-08,
        -1.71849064e-09],
       [ 1.16364518e-05, -1.34360599e-08,  2.91766390e-05,
         2.48916539e-07],
       [ 2.31987246e-07, -1.71849064e-09,  2.48916539e-07,
         2.03646240e-07]])]",34.89713319325715,0.10002865069178524
ZTF18abmjvpb,0.06632799999999994,2458357.5015018824,0.3291284933220595,0.0008340385305868614,4.462042053356846e-05,0.07732191006827545,0.3959224814905905,0.016160678689530257,0.04252064011060526,"[{'r': 459.6508607163533, 'g': 485.76881888616094}]","[array([[ 1.08343049e-01, -1.24391525e-05,  1.01737640e-01,
         1.14183603e-02],
       [-1.24391525e-05,  1.99098193e-09, -1.57343313e-05,
        -1.77253336e-06],
       [ 1.01737640e-01, -1.57343313e-05,  1.56836591e-01,
         1.32965062e-02],
       [ 1.14183603e-02, -1.77253336e-06,  1.32965062e-02,
         1.80909580e-03]])]",37.50622913716623,0.2260325749253081
ZTF18accwjiu,0.033980419210127843,2458441.416735813,0.04060472524724901,0.0030532378805249033,1.1637716329598174e-05,-1.5757688581837745,0.04279804671477272,-0.0021776694492077605,0.004889795568256547,"[{'r': 1548.1954793203424, 'g': 1680.5435971518493}]","[array([[ 1.64875005e-03,  1.23472766e-07,  1.04147604e-03,
        -6.31723108e-05],
       [ 1.23472766e-07,  1.35436441e-10,  6.89804151e-09,
        -4.18356946e-08],
       [ 1.04147604e-03,  6.89804151e-09,  1.83168427e-03,
        -6.08498503e-05],
       [-6.31723108e-05, -4.18356946e-08, -6.08498503e-05,
         2.39102913e-05]])]",35.955409040398564,0.10118533549104002
ZTF18aaxvpsw,0.09202500000000002,2458287.633820827,0.0684014861471951,0.0005468439185694687,3.0639210354226065e-06,0.112900677108663,0.08443052343899188,-0.026903109542402694,0.006192723275777733,"[{'r': 316.0570912937058, 'g': 346.87745726873214}]","[array([[ 4.67880077e-03, -8.68055137e-09,  3.79493154e-03,
         3.72673153e-05],
       [-8.68055137e-09,  9.38761211e-12, -1.17318791e-07,
        -1.19691784e-08],
       [ 3.79493154e-03, -1.17318791e-07,  7.12868270e-03,
         9.82336636e-05],
       [ 3.72673153e-05, -1.19691784e-08,  9.82336636e-05,
         3.83503122e-05]])]",38.131324312947534,0.10311484795832977
ZTF18accnnyu,0.02996322243772398,2458421.4657241213,1.7075799405574799e-06,0.0029545834267107815,2.837736519663986e-05,0.9002706062810089,0.08352796947459623,0.06528430986592385,0.007466820438832719,"[{'r': 1644.9854202274805, 'g': 1693.7765730919261}]","[array([[ 2.91557007e-12, -4.14261965e-16, -6.15467505e-13,
         4.80248961e-14],
       [-4.14261965e-16,  8.05274855e-10, -1.69564692e-06,
        -1.67916822e-07],
       [-6.15467505e-13, -1.69564692e-06,  6.97708527e-03,
         2.12214057e-04],
       [ 4.80248961e-14, -1.67916822e-07,  2.12214057e-04,
         5.57544481e-05]])]",35.95246219148071,0.10553892209512068
ZTF18aaqkqxi,0.07701700000000011,2458249.8140513645,0.11662901751697063,0.0008548370624975529,8.227472131375202e-06,0.0928587091226473,0.1248121141488058,0.04383789664451355,0.009542882661835478,"[{'r': 512.1947632367069, 'g': 527.9259743336069}]","[array([[ 1.36026472e-02,  3.51052407e-07,  1.91038066e-03,
        -3.10228049e-04],
       [ 3.51052407e-07,  6.76912977e-11, -2.46367798e-07,
        -5.94629085e-08],
       [ 1.91038066e-03, -2.46367798e-07,  1.55788729e-02,
        -9.09854789e-05],
       [-3.10228049e-04, -5.94629085e-08, -9.09854789e-05,
         9.10693793e-05]])]",37.46464449820225,0.10638136919080084
ZTF18acwwonp,0.03164338892955776,2458484.9568761564,0.04836564464494586,0.002400778872580535,1.6341161926100578e-05,-0.504767029385635,0.056563514054842695,0.20137737157583813,0.00587622186460969,"[{'r': 1694.9317984842467, 'g': 1520.9172750174237}]","[array([[ 2.33924376e-03, -4.29043148e-07,  1.37217151e-03,
         9.93053940e-05],
       [-4.29043148e-07,  2.67033573e-10, -5.73435736e-07,
        -7.99104618e-08],
       [ 1.37217151e-03, -5.73435736e-07,  3.19946533e-03,
         1.20642831e-04],
       [ 9.93053940e-05, -7.99104618e-08,  1.20642831e-04,
         3.45303976e-05]])]",35.672683190085834,0.10312034487198835
ZTF18adbhrjs,0.08071699999999993,2458490.6944047776,0.32512195338495076,0.0006491754600011571,2.1674589857738347e-05,-0.257331760059587,0.49713146214640935,-0.04622037400314407,0.028175055113140585,"[{'r': 330.33380610191324, 'g': 366.1684371950401}]","[array([[ 1.05723301e-01, -4.54690502e-06,  1.18465001e-01,
         4.86329531e-03],
       [-4.54690502e-06,  4.69787846e-10, -7.95846033e-06,
        -5.34741058e-07],
       [ 1.18465001e-01, -7.95846033e-06,  2.47343688e-01,
         7.88789926e-03],
       [ 4.86329531e-03, -5.34741058e-07,  7.88789926e-03,
         7.94044327e-04]])]",37.95186220745739,0.17824217812711135
ZTF18abuxjrd,0.070268,2458384.901726348,0.22879890957847238,0.0004950289894024226,8.552190145057897e-06,-1.0985880557588672,0.2374424837072469,0.2442329069700877,0.016076254344011554,"[{'r': 360.804201305255, 'g': 288.80095511774005}]","[array([[ 5.23552486e-02,  6.43438162e-07,  4.86829619e-02,
         5.09086582e-04],
       [ 6.43438162e-07,  7.31399563e-11,  1.28971227e-07,
        -8.37391856e-08],
       [ 4.86829619e-02,  1.28971227e-07,  5.63896611e-02,
         7.11347994e-04],
       [ 5.09086582e-04, -8.37391856e-08,  7.11347994e-04,
         2.58469634e-04]])]",37.41395508399307,0.11848236938501464
ZTF18aceynvm,0.05485999999999991,2458445.773611812,0.08968520211055875,0.001072253390462373,1.486859351411754e-05,-0.3481666525261576,0.12369936227439457,0.045419782648870616,0.011414338228540169,"[{'r': 632.7538308739688, 'g': 669.2601100757828}]","[array([[ 8.04355410e-03,  3.16761220e-07,  6.16831589e-03,
        -2.88534973e-04],
       [ 3.16761220e-07,  2.21075073e-10, -4.62962153e-07,
        -1.49233840e-07],
       [ 6.16831589e-03, -4.62962153e-07,  1.53023137e-02,
         3.26233711e-05],
       [-2.88534973e-04, -1.49233840e-07,  3.26233711e-05,
         1.30292788e-04]])]",37.06103775660816,0.11029130298075003
ZTF18aaqpjja,0.06302000000000008,2458254.2163352743,0.3046286408789456,0.0012819589490703706,4.403926154554136e-05,1.1208171587310651,0.5161029937991497,-0.0214789728022734,0.023830561255413007,"[{'r': 659.0304615537906, 'g': 724.263820095959}]","[array([[ 9.28061519e-02,  3.40242241e-07,  1.16648884e-01,
        -2.82141289e-03],
       [ 3.40242241e-07,  1.93945656e-09, -1.28677843e-05,
        -6.59826783e-07],
       [ 1.16648884e-01, -1.28677843e-05,  2.66602150e-01,
        -5.77199841e-04],
       [-2.82141289e-03, -6.59826783e-07, -5.77199841e-04,
         5.68003234e-04]])]",37.253845315991306,0.15328012972301028
ZTF18adalarn,0.028582620921042245,2458489.144097684,0.06272657378576696,0.0017420374933449015,1.5931745096835204e-05,-1.6205779946625687,0.1168331624511556,0.20121759643590711,0.007670791394656887,"[{'r': 1202.4440309261397, 'g': 1062.4128936669417}]","[array([[ 3.93465173e-03, -5.50159845e-07,  4.58070706e-03,
         2.05328521e-04],
       [-5.50159845e-07,  2.53820502e-10, -1.09733629e-06,
        -1.06955726e-07],
       [ 4.58070706e-03, -1.09733629e-06,  1.36506257e-02,
         3.49034860e-04],
       [ 2.05328521e-04, -1.06955726e-07,  3.49034860e-04,
         5.88422434e-05]])]",35.89417396145505,0.1065487125058604
ZTF18abhpzig,0.012083434217529332,2458330.2632985217,0.021113245515152812,0.014357658707333146,7.274341428507164e-05,-0.7395039258593399,0.028100639325202126,0.1300609111242661,0.0037443483517825837,"[{'r': 3757.033567850408, 'g': 2471.7031580301377}]","[array([[ 4.45769326e-04, -3.59696809e-07,  3.36303266e-04,
         8.70183097e-06],
       [-3.59696809e-07,  5.29160432e-09, -1.03992188e-06,
        -2.43197208e-07],
       [ 3.36303266e-04, -1.03992188e-06,  7.89648020e-04,
         2.71835538e-05],
       [ 8.70183097e-06, -2.43197208e-07,  2.71835538e-05,
         1.40202112e-05]])]",33.934658261405204,0.10128476121849139
ZTF18aazhwnh,0.09116999999999997,2458287.1047944054,0.13623489765450358,0.00043850950470046557,6.833684432942105e-06,-2.232632336914741,0.1515181993436585,-0.05125762729379619,0.018916646900900013,"[{'r': 226.38421580430227, 'g': 248.04572448884483}]","[array([[ 1.85604949e-02,  3.04721965e-07,  1.22629371e-02,
         8.91580788e-06],
       [ 3.04721965e-07,  4.66992429e-11, -1.77378964e-07,
        -6.43715896e-08],
       [ 1.22629371e-02, -1.77378964e-07,  2.29596140e-02,
         1.54486516e-04],
       [ 8.91580788e-06, -6.43715896e-08,  1.54486516e-04,
         3.57882334e-04]])]",38.16549750204943,0.11792949545870787
ZTF18accpjkb,0.043950804781199615,2458436.0233342256,0.3001304934732616,0.0017533303465570999,3.9633413323515027e-05,-0.7666292602753945,0.35622374704449167,-0.025240542647208253,0.021200685223037884,"[{'r': 751.5547106937911, 'g': 779.7355206950367}]","[array([[ 9.00828726e-02,  7.32720643e-06,  8.55380204e-02,
        -2.15337899e-03],
       [ 7.32720643e-06,  1.57080745e-09,  2.52558367e-06,
        -6.14706069e-07],
       [ 8.55380204e-02,  2.52558367e-06,  1.26949387e-01,
        -7.62946501e-04],
       [-2.15337899e-03, -6.14706069e-07, -7.62946501e-04,
         4.49536454e-04]])]",36.708325968873766,0.12758387384140651
ZTF18acpfwmm,0.04991095016940994,2458452.1245986507,0.0949350232258439,0.0017509145863681408,2.8710058355967127e-05,-1.819028853982857,0.10860859055192995,-0.05239270731708139,0.013015383691221013,"[{'r': 834.3476951976937, 'g': 947.760214527665}]","[array([[ 9.01281743e-03,  8.04924505e-07,  7.88410876e-03,
        -3.25351793e-04],
       [ 8.04924505e-07,  8.24267451e-10, -1.97157867e-08,
        -3.46433099e-07],
       [ 7.88410876e-03, -1.97157867e-08,  1.17963056e-02,
        -8.19341700e-05],
       [-3.25351793e-04, -3.46433099e-07, -8.19341700e-05,
         1.69409805e-04]])]",36.65873545402734,0.11230066214591777
ZTF18acrxppd,0.037178633819863194,2458465.5795994066,0.06063107866793871,0.003081584093220832,8.948770088602204e-06,0.05508536902344546,0.08895725620077388,-0.054744097413609444,0.006172448394968829,"[{'r': 1549.1882638758939, 'g': 1851.2443857215612}]","[array([[ 3.67615444e-03, -1.13643294e-07,  2.51236846e-04,
        -4.22926874e-05],
       [-1.13643294e-07,  8.00804861e-11, -2.68942131e-07,
        -3.69607281e-08],
       [ 2.51236846e-04, -2.68942131e-07,  7.91360219e-03,
         3.58601305e-05],
       [-4.22926874e-05, -3.69607281e-08,  3.58601305e-05,
         3.80996045e-05]])]",36.21473876298337,0.1023268775857231
ZTF18aasesgl,0.0864609999999999,2458258.9142292514,0.12494910368695855,0.0003069966010319225,4.899713970919761e-06,-0.5279128454015477,0.12039165531272,0.1922488677270079,0.014885368535925536,"[{'r': 227.8382365621525, 'g': 195.7767019453429}]","[array([[ 1.56129550e-02, -3.87647821e-08,  6.14554434e-03,
         4.27943208e-05],
       [-3.87647821e-08,  2.40071970e-11, -2.89523842e-07,
        -5.95511296e-08],
       [ 6.14554434e-03, -2.89523842e-07,  1.44948529e-02,
         4.58834905e-04],
       [ 4.27943208e-05, -5.95511296e-08,  4.58834905e-04,
         2.21591192e-04]])]",38.12952086681041,0.11619784576678734
ZTF18aaqcozd,0.0740050000000001,2458253.699660185,0.07922697090543807,0.00071016602195835,5.250702876647556e-06,-1.0349793533531635,0.09958302614367415,-0.04581114636558267,0.007835053487155855,"[{'r': 377.41757440345964, 'g': 433.8626017985584}]","[array([[ 6.27703433e-03,  7.59063289e-08,  5.60502273e-03,
        -1.66584361e-04],
       [ 7.59063289e-08,  2.75698807e-11, -1.36436860e-07,
        -3.08237642e-08],
       [ 5.60502273e-03, -1.36436860e-07,  9.91711047e-03,
         1.75714385e-05],
       [-1.66584361e-04, -3.08237642e-08,  1.75714385e-05,
         6.13893220e-05]])]",37.76471428867383,0.10441072495745014
ZTF18aazgfkq,0.027936324633012655,2458289.546680927,0.0411992056760937,0.005594472826730992,2.0506513259011677e-05,-2.081171722891517,0.0487782714016487,-0.0658249214438101,0.004796542144902046,"[{'r': 2655.783952320177, 'g': 3135.3708145233163}]","[array([[ 1.69737981e-03,  2.40898524e-07,  1.59424916e-03,
         4.09071658e-05],
       [ 2.40898524e-07,  4.20517086e-10,  2.53412978e-08,
        -6.00243991e-08],
       [ 1.59424916e-03,  2.53412978e-08,  2.37933949e-03,
         4.62951403e-05],
       [ 4.09071658e-05, -6.00243991e-08,  4.62951403e-05,
         2.30069938e-05]])]",35.301700550945185,0.10140187543548468
ZTF18aamsgjq,0.0604610000000001,2458424.025857253,0.00015562213957309723,0.0010726232893466456,3.022384186997934e-05,-0.9697998575283074,0.4042162367289542,-0.13685462242855845,0.021151770423612395,"[{'r': 504.7743887007671, 'g': 654.4294755609044}]","[array([[ 2.42181952e-08, -4.46973757e-12, -1.66427121e-07,
         1.60412394e-07],
       [-4.46973757e-12,  9.13480617e-10, -1.13978936e-05,
        -5.28421972e-07],
       [-1.66427121e-07, -1.13978936e-05,  1.63480679e-01,
         6.00781867e-03],
       [ 1.60412394e-07, -5.28421972e-07,  6.00781867e-03,
         4.47465404e-04]])]",37.50168469754709,0.15734249492403823
ZTF18abltaxf,0.06207600000000002,2458346.9195560943,0.10081733972765505,0.0008014034796373776,8.694389089142912e-06,-1.85547622429366,0.10655137349078525,-0.04598547356290831,0.01203324101872711,"[{'r': 415.404349742704, 'g': 478.3068074514955}]","[array([[ 1.01643559e-02, -3.20882214e-07,  3.82602721e-03,
         1.19559307e-04],
       [-3.20882214e-07,  7.55924016e-11, -4.06381054e-07,
        -6.85735742e-08],
       [ 3.82602721e-03, -4.06381054e-07,  1.13536402e-02,
         8.25696870e-05],
       [ 1.19559307e-04, -6.85735742e-08,  8.25696870e-05,
         1.44805894e-04]])]",37.4868725453752,0.1089645858258601
ZTF18abdiqdh,0.03910077260606104,2458313.9333403273,0.07319684815593064,0.0031016057683082437,6.142696128838554e-05,-1.2734566900086088,0.08348518535483507,-0.011370549549320898,0.015540419652320558,"[{'r': 1662.5306024151298, 'g': 1882.7606862327195}]","[array([[ 5.35779551e-03,  2.00022163e-06,  2.72221557e-03,
        -4.71200139e-04],
       [ 2.00022163e-06,  3.77327157e-09, -2.36892689e-06,
        -8.29511894e-07],
       [ 2.72221557e-03, -2.36892689e-06,  6.96994078e-03,
         3.77408974e-04],
       [-4.71200139e-04, -8.29511894e-07,  3.77408974e-04,
         2.41524089e-04]])]",35.99610003114005,0.11827616938208606
ZTF18aaxxfah,0.057439999999999936,2458274.7697517453,0.2296340495813638,0.0008235952542310146,1.222502335138792e-05,-0.2377592022299675,0.238987686959275,0.11867162076537212,0.017457393431818444,"[{'r': 512.4994653504564, 'g': 486.07060496907474}]","[array([[ 5.27354999e-02, -7.75927655e-07, -9.51387869e-03,
         2.63670895e-04],
       [-7.75927655e-07,  1.49451196e-10, -6.44194256e-07,
        -1.41596995e-07],
       [-9.51387869e-03, -6.44194256e-07,  5.71259978e-02,
        -4.53600731e-04],
       [ 2.63670895e-04, -1.41596995e-07, -4.53600731e-04,
         3.04791993e-04]])]",37.174366444337046,0.11767967990413952
ZTF18aaqehoc,0.06254999999999988,2458251.7209152854,5.432288162410259e-05,0.0009581982021163171,4.741449335737835e-06,-0.751744533483677,0.047483772682612724,0.030140461460217913,0.004724956529955141,"[{'r': 559.2164175092032, 'g': 596.0241116032538}]","[array([[ 2.95098813e-09,  2.46823946e-12,  3.46337277e-09,
        -4.83589596e-10],
       [ 2.46823946e-12,  2.24813418e-11, -1.04331014e-07,
        -1.58570777e-08],
       [ 3.46337277e-09, -1.04331014e-07,  2.25472571e-03,
         5.45056633e-06],
       [-4.83589596e-10, -1.58570777e-08,  5.45056633e-06,
         2.23253805e-05]])]",37.22563850141518,0.10166280323919025
ZTF18absnqyo,0.037544003908082324,2458375.112556877,0.08792043756693602,0.0011084962298009982,1.370713592777767e-05,-2.7904782621592767,0.13770203261009617,0.191092150588664,0.011283101203080362,"[{'r': 601.8754657869607, 'g': 473.3334747806321}]","[array([[ 7.73008185e-03, -3.39413140e-08,  7.15909597e-03,
         1.39328624e-04],
       [-3.39413140e-08,  1.87885575e-10, -5.26983138e-07,
        -1.27761293e-07],
       [ 7.15909597e-03, -5.26983138e-07,  1.89631496e-02,
         3.28714152e-04],
       [ 1.39328624e-04, -1.27761293e-07,  3.28714152e-04,
         1.27313980e-04]])]",36.427067167081944,0.11041533716402148
ZTF18aabsyqp,0.07783000000000007,2458184.211134442,0.20791098242625594,0.0007649094083904753,7.064487113734447e-05,0.23688783005581512,0.24724157692739357,-0.028700967856604052,0.0744685273415169,"[{'r': 415.87246557758726, 'g': 464.30621661707204}]","[array([[ 4.32321031e-02,  9.29444205e-06, -4.81744697e-03,
        -9.95790854e-03],
       [ 9.29444205e-06,  4.99069782e-09, -1.42180744e-05,
        -5.24982383e-06],
       [-4.81744697e-03, -1.42180744e-05,  6.11408640e-02,
         1.47862314e-02],
       [-9.95790854e-03, -5.24982383e-06,  1.47862314e-02,
         5.55585158e-03]])]",37.78564460459171,0.3277584312325022
ZTF18acslhcq,0.0482529274941903,2458456.038732145,0.4200692840386182,0.0017133926236987257,0.00043523335301925287,-1.8619102592472672,0.3062313430992447,-0.01676264796834667,0.18656875202444417,"[{'r': 440.7107237329184, 'g': 346.58145330587223}]","[array([[ 1.76474621e-01, -1.26163630e-05,  4.63866579e-02,
        -3.20778446e-03],
       [-1.26163630e-05,  1.89428072e-07, -4.02559491e-05,
        -8.08504464e-05],
       [ 4.63866579e-02, -4.02559491e-05,  9.38080181e-02,
         1.25767167e-02],
       [-3.20778446e-03, -8.08504464e-05,  1.25767167e-02,
         3.52195498e-02]])]",36.53729012750567,0.7640491994579011
ZTF18achyqcq,0.05270599999999992,2458446.8393538813,0.02989138988777995,0.0025831709161344,8.890774234920212e-06,0.5460319772222355,0.04344157596093379,-0.13542606796101575,0.0036545137977144343,"[{'r': 1114.5035646698282, 'g': 1403.0201608502764}]","[array([[ 8.93497695e-04,  1.08978745e-08,  8.44327274e-04,
        -1.95446759e-05],
       [ 1.08978745e-08,  7.90458665e-11, -1.85373860e-07,
        -2.06061213e-08],
       [ 8.44327274e-04, -1.85373860e-07,  1.88718243e-03,
         4.23752584e-06],
       [-1.95446759e-05, -2.06061213e-08,  4.23752584e-06,
         1.33555317e-05]])]",36.666785105992034,0.1009827331161229
ZTF18acefhxx,0.07904400000000011,2458434.396713141,0.37509103096090257,0.0003802246112774438,1.46190045298214e-05,-1.9721981165786542,0.6854886879986841,0.1575634597575115,0.04346926609530163,"[{'r': 252.52170569111888, 'g': 223.287621072416}]","[array([[ 1.40712631e-01, -2.35870712e-07, -1.59253684e-02,
        -4.64404501e-03],
       [-2.35870712e-07,  2.13715293e-10, -5.97839180e-06,
        -3.69396150e-07],
       [-1.59253684e-02, -5.97839180e-06,  4.70662534e-01,
         4.13467115e-03],
       [-4.64404501e-03, -3.69396150e-07,  4.13467115e-03,
         1.89079882e-03]])]",37.82060850202039,0.20404670874444256
ZTF18aceyjco,0.0839319999999999,2458442.185174657,0.10816452885046601,0.0005774111893435338,6.894042220144392e-06,0.16674702189196677,0.1229352089825353,-0.010934624520916189,0.012356112429271092,"[{'r': 327.58332280204445, 'g': 355.59011903842656}]","[array([[ 1.16998847e-02,  2.06845554e-10,  8.39189425e-03,
        -1.93081667e-04],
       [ 2.06845554e-10,  4.75278181e-11, -4.03328264e-07,
        -5.15376456e-08],
       [ 8.39189425e-03, -4.03328264e-07,  1.51138272e-02,
         1.21778249e-05],
       [-1.93081667e-04, -5.15376456e-08,  1.21778249e-05,
         1.52681286e-04]])]",37.98817378043613,0.10972072262827279
ZTF18acvjnst,0.03679162791556956,2458479.808149782,0.07220484549179673,0.003766514554065341,6.439400673534379e-05,-0.07590589003796505,0.10005756470714156,-0.041509111695308486,0.011243507991731221,"[{'r': 1832.7445402226217, 'g': 2105.069775970598}]","[array([[ 5.21355703e-03, -3.73826309e-06,  5.07175382e-03,
         5.50236094e-04],
       [-3.73826309e-06,  4.14658810e-09, -5.29842368e-06,
        -6.02807651e-07],
       [ 5.07175382e-03, -5.29842368e-06,  1.00118504e-02,
         5.29397916e-04],
       [ 5.50236094e-04, -6.02807651e-07,  5.29397916e-04,
         1.26421809e-04]])]",35.94834375507962,0.11325403736077803
